Protein,Gene,ALS_1_T1_MaxLFQ_Intensity,ALS_1_T2_MaxLFQ_Intensity,ALS_1_T3_MaxLFQ_Intensity,ALS_1_T4_MaxLFQ_Intensity,ALS_2_T1_MaxLFQ_Intensity,ALS_2_T2_MaxLFQ_Intensity,ALS_2_T3_MaxLFQ_Intensity,ALS_2_T4_MaxLFQ_Intensity,ALS_3_T1_MaxLFQ_Intensity,ALS_3_T2_MaxLFQ_Intensity,ALS_3_T3_MaxLFQ_Intensity,ALS_3_T4_MaxLFQ_Intensity,ALS_4_T1_MaxLFQ_Intensity,ALS_4_T2_MaxLFQ_Intensity,ALS_4_T3_MaxLFQ_Intensity,ALS_4_T4_MaxLFQ_Intensity,ALS_5_T1_MaxLFQ_Intensity,ALS_5_T2_MaxLFQ_Intensity,ALS_5_T3_MaxLFQ_Intensity,ALS_5_T4_MaxLFQ_Intensity,ALS_6_T1_MaxLFQ_Intensity,ALS_6_T2_MaxLFQ_Intensity,ALS_6_T3_MaxLFQ_Intensity,ALS_6_T4_MaxLFQ_Intensity,ALS_7_T1_MaxLFQ_Intensity,ALS_7_T2_MaxLFQ_Intensity,ALS_7_T3_MaxLFQ_Intensity,ALS_7_T4_MaxLFQ_Intensity,ALS_8_T1_MaxLFQ_Intensity,ALS_8_T2_MaxLFQ_Intensity,ALS_8_T3_MaxLFQ_Intensity,ALS_8_T4_MaxLFQ_Intensity,ALS_9_T1_MaxLFQ_Intensity,ALS_9_T2_MaxLFQ_Intensity,ALS_9_T3_MaxLFQ_Intensity,ALS_9_T4_MaxLFQ_Intensity,ALS_10_T1_MaxLFQ_Intensity,ALS_10_T2_MaxLFQ_Intensity,ALS_10_T3_MaxLFQ_Intensity,ALS_10_T4_MaxLFQ_Intensity,ALS_11_T1_MaxLFQ_Intensity,ALS_11_T2_MaxLFQ_Intensity,ALS_11_T3_MaxLFQ_Intensity,ALS_11_T4_MaxLFQ_Intensity,Control_1_MaxLFQ_Intensity,Control_2_MaxLFQ_Intensity,Control_3_MaxLFQ_Intensity,Control_4_MaxLFQ_Intensity,Control_5_MaxLFQ_Intensity,Control_6_MaxLFQ_Intensity,Control_7_MaxLFQ_Intensity,Control_8_MaxLFQ_Intensity,Control_9_MaxLFQ_Intensity,Control_10_MaxLFQ_Intensity
sp|A0A075B6S5|KV127_HUMAN,IGKV1-27,,,,,22.42973603107188,21.865826301576348,22.752732680156164,23.026345486494915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp|A0A075B6S9|KV137_HUMAN,IGKV1-37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp|A0A087WSY6|KVD15_HUMAN,IGKV3D-15,21.537942401795593,21.329179602486533,21.496287323584014,21.465324677369747,23.382504173845668,23.088063989619364,23.359362293750035,23.306810074027105,22.14626268056284,22.35718456600022,22.13981786856177,21.783328953350004,,,,,20.372606262620504,20.559290619496178,20.469409870710745,20.684629588769,20.391671375528542,20.3255730322221,20.490814920749422,20.40714129886415,,,,,21.392663156369412,21.011070436797038,21.47231938389825,21.70930352215021,22.073061586174223,22.27658229617625,22.11140466592071,21.469615722776073,21.780798296435833,21.837579741454853,21.290888579468003,21.329326737605516,,,,,22.816713708908427,22.238494372270882,21.083749953903634,20.36487603207581,22.74238946397446,20.569479016283726,21.968957847245466,21.82357275138035,21.89960785527593,22.158163802427268
sp|A0A0A0MRZ8|KVD11_HUMAN,IGKV3D-11,24.2565439831166,24.336227901471535,24.006232426439276,24.166236079751137,24.93322149621802,24.35700740733098,24.916153062791143,24.64248862014259,24.101173831903672,23.96613394464934,24.13771197271234,23.897690943033332,23.510514785525835,23.569206812826256,23.595126267440044,23.55486539987408,22.980409898876047,23.075383746887944,23.252053071885157,23.336457671094358,,22.752914492197537,22.56464578449866,22.91660133809798,22.920644042583596,23.09196060624017,22.976876686655245,23.16936169045122,23.304921703844045,23.43839713391618,23.58365776399503,23.65709628483983,24.244703139022654,24.617912629331993,24.430055627547922,23.182903650861928,23.638583473572563,23.360555577994944,23.068364393968288,23.06210368803146,23.41652074763799,23.234074703100926,23.513521516549456,23.129317389959258,25.043897401676123,24.03807664257922,23.250081638851448,22.870437204125164,23.753086943212768,22.607159383771513,24.194621921917957,24.32403144459547,24.29782622055824,24.043537326557637
sp|A0A0A0MS15|HV349_HUMAN,IGHV3-49,20.592251386019978,,20.365390995120965,20.402914680431497,20.511441804767223,20.98101648024369,21.153189448984364,21.481069135049903,20.838905568232736,20.80282491447388,20.58248128848007,20.57000806708449,20.290384057283507,20.63107437917091,20.676253592085356,19.887722999609494,21.004772901674706,20.867761428513546,20.961050622928365,20.905645058666583,,,,,21.38482627308409,21.117656491243704,21.12812444918038,21.3525444262429,,,,,21.549685053421907,21.644766060627166,21.16128447006553,21.29945490083326,20.82776627869995,20.90916721455879,20.297957757695773,20.268971774762836,19.561505118458015,19.469801885400585,19.76383245803037,19.272254391385278,22.571516446994888,21.725979607641705,20.945793907912183,20.033642748176877,21.730683776492583,21.303710468598503,21.92473337004728,21.706368646742646,,21.816863699403747
sp|A0A0A0MT89|KJ01_HUMAN,IGKJ1,,,,,20.761211543119707,20.809065565928123,21.044753937196,20.945235197632503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp|A0A0B4J1U3|LV136_HUMAN,IGLV1-36,,,,,19.468843537668995,19.927467258164405,19.623559095078324,19.474411300426187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp|A0A0B4J1U7|HV601_HUMAN,IGHV6-1,21.806014118687656,21.990711299920317,21.970752023717296,21.70996066574614,23.402485811602226,23.071413449545634,23.18574611310584,23.656547432694694,21.24666877050743,21.640013790582472,21.685767987252916,21.682844858377187,19.62659396038827,19.16881592114028,20.917614346650474,19.569753945800773,,,,,21.205788199370634,21.454687629655496,20.660479707446004,21.863614587427843,21.804023072775585,21.465482821535318,21.594059271463845,21.575595548514812,22.60138064724805,22.929205279742092,23.353886278283568,21.85635107432959,22.877966218910842,22.099975889317445,23.684272636727208,23.70759086731828,,,,,22.41120287634442,22.391083072394938,22.53459864739639,22.295892915756273,23.32728692238434,21.292761396943437,20.790823774191036,20.100407955171352,23.011639808903034,21.892903384921,23.028798991797874,21.88225810138912,22.397585445994867,22.00156065747112
sp|A0A0B4J1V0|HV315_HUMAN,IGHV3-15,22.96563225151557,25.388638790401878,22.921003178165574,25.36485242771334,26.411060435649507,26.163085757724495,26.469075507462847,26.420555653429854,24.174988843829322,23.880988833671985,23.612122480456158,23.141896554241146,25.415842562562254,25.284286839746834,25.339710291201303,25.845501679149564,,,,,,,,,24.116659724559586,23.082572483103753,23.073073644379335,23.43411923975993,24.641897286046145,23.6091226714358,23.067515568752473,23.35304547906092,25.280610129513885,25.375302125569814,25.8678472235414,23.68051626946627,23.414881903303236,23.253298725326268,22.941300062763695,23.055278163482676,23.760376965921814,23.843053608189255,23.456185908364514,23.736238084720643,25.020255601504868,23.935127661011975,23.806651850721202,24.485184928186193,25.257358697410943,23.69848500921265,25.506594517334626,24.363674249640855,25.228279791018405,24.611498820707258
sp|A0A0B4J1V1|HV321_HUMAN,IGHV3-21,,,,,,,,,,,,,,,,,,,,,20.905854131065695,21.17193073706534,22.238009894911773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
