Gene,Percent_Missing
P05062,94.44444444444444
P05141,70.37037037037037
P05154,100.0
P05387,33.33333333333333
P05388,92.5925925925926
P05937,96.29629629629629
P05976,31.48148148148148
P06307,92.5925925925926
P06310,94.44444444444444
P06576,96.29629629629629
P06703,53.70370370370371
P06732,42.592592592592595
P06748,79.62962962962963
P06865,87.03703703703704
P07237,62.96296296296296
P07478,100.0
P07585,85.18518518518519
P07602,100.0
P07686,92.5925925925926
P07737,77.77777777777779
P07858,48.148148148148145
P07910,92.5925925925926
P07942,92.5925925925926
P08195,92.5925925925926
P08493,92.5925925925926
P08637,51.85185185185185
P08670,85.18518518518519
P08758,100.0
P09104,46.2962962962963
P09211,66.66666666666666
P09382,68.51851851851852
P09417,79.62962962962963
P09622,92.5925925925926
P09651,44.44444444444444
P09668,44.44444444444444
P0C0S8,77.77777777777779
P0DJI8,100.0
P0DMV8,81.48148148148148
P0DP01,100.0
P0DP23,100.0
P0DP58,92.5925925925926
P0DPH7,92.5925925925926
P10153,92.5925925925926
P10412,37.03703703703704
P10586,79.62962962962963
P10606,100.0
P10721,100.0
P11047,92.5925925925926
P11055,92.5925925925926
P11279,70.37037037037037
P11362,40.74074074074074
P11940,100.0
P12004,96.29629629629629
P12111,74.07407407407408
P12318,92.5925925925926
P13611,81.48148148148148
P13645,96.29629629629629
P13693,92.5925925925926
P13929,100.0
P13987,92.5925925925926
P14174,92.5925925925926
P14314,92.5925925925926
P14543,83.33333333333334
P14649,92.5925925925926
P14866,100.0
P15151,64.81481481481481
P15259,66.66666666666666
P15291,92.5925925925926
P15586,100.0
P16402,92.5925925925926
P16403,85.18518518518519
P17844,100.0
P17931,100.0
P17936,92.5925925925926
P18085,100.0
P18124,85.18518518518519
P18621,100.0
P19320,40.74074074074074
P19338,46.2962962962963
P19835,100.0
P20366,96.29629629629629
P20472,37.03703703703704
P20827,92.5925925925926
P20933,72.22222222222221
P22061,59.25925925925925
P22105,92.5925925925926
P22234,94.44444444444444
P22304,72.22222222222221
P22626,31.48148148148148
P22692,92.5925925925926
P22748,94.44444444444444
P22792,100.0
P23083,100.0
P23246,100.0
P23396,92.5925925925926
P23526,100.0
P23528,92.5925925925926
P23582,92.5925925925926
P24043,100.0
P24534,100.0
P24588,100.0
P24593,90.74074074074075
P25398,100.0
P25713,92.5925925925926
P25774,100.0
P26447,94.44444444444444
P26599,85.18518518518519
P26641,44.44444444444444
P26927,100.0
P26992,31.48148148148148
P27348,85.18518518518519
P27635,100.0
P27658,100.0
P27797,66.66666666666666
P29401,96.29629629629629
P29692,87.03703703703704
P30041,100.0
P30050,100.0
P30101,92.5925925925926
P30530,40.74074074074074
P31150,92.5925925925926
P31948,100.0
P32004,31.48148148148148
P33151,100.0
P33908,70.37037037037037
P34096,92.5925925925926
P35232,100.0
P35268,94.44444444444444
P35443,92.5925925925926
P35527,87.03703703703704
P35612,100.0
P35613,96.29629629629629
P35858,31.48148148148148
P35908,94.44444444444444
P36575,92.5925925925926
P36578,64.81481481481481
P37837,94.44444444444444
P38646,70.37037037037037
P39019,100.0
P39059,100.0
P39687,92.5925925925926
P40227,100.0
P40429,92.5925925925926
P40926,92.5925925925926
P41217,100.0
P41271,92.5925925925926
P42766,100.0
P42857,92.5925925925926
P45877,92.5925925925926
P46776,100.0
P46777,100.0
P46779,100.0
P46781,68.51851851851852
P46782,100.0
P47914,53.70370370370371
P47972,57.407407407407405
P48637,94.44444444444444
P48643,100.0
P48745,94.44444444444444
P48788,100.0
P49207,100.0
P49327,40.74074074074074
P49368,100.0
P49641,74.07407407407408
P49792,100.0
P50281,92.5925925925926
P50502,100.0
P50750,92.5925925925926
P50914,100.0
P50990,88.88888888888889
P50991,100.0
P51153,94.44444444444444
P51512,100.0
P51801,100.0
P52272,92.5925925925926
P52799,88.88888888888889
P52803,96.29629629629629
P54108,100.0
P54725,94.44444444444444
P55087,94.44444444444444
P55283,53.70370370370371
P55285,100.0
P55286,100.0
P55287,92.5925925925926
P55854,92.5925925925926
P56159,92.5925925925926
P56192,100.0
P57740,100.0
P60842,57.407407407407405
P60866,100.0
P61247,100.0
P61254,94.44444444444444
P61278,75.92592592592592
P61313,100.0
P61353,81.48148148148148
P61970,92.5925925925926
P62241,72.22222222222221
P62244,72.22222222222221
P62249,100.0
P62258,96.29629629629629
P62263,92.5925925925926
P62269,100.0
P62277,94.44444444444444
P62328,44.44444444444444
P62424,46.2962962962963
P62701,77.77777777777779
P62736,51.85185185185185
P62753,92.5925925925926
P62826,88.88888888888889
P62829,88.88888888888889
P62851,50.0
P62861,92.5925925925926
P62899,100.0
P62906,100.0
P62910,100.0
P62913,94.44444444444444
P62917,85.18518518518519
P63010,92.5925925925926
P63313,100.0
P67809,94.44444444444444
P68133,70.37037037037037
P78371,92.5925925925926
P78417,92.5925925925926
P80108,100.0
P80723,50.0
P80748,74.07407407407408
P83731,81.48148148148148
P84090,92.5925925925926
P98095,96.29629629629629
P98198,100.0
Q00839,77.77777777777779
Q01130,92.5925925925926
Q01459,38.88888888888889
Q01469,92.5925925925926
Q01995,46.2962962962963
Q02487,100.0
Q02817,100.0
Q02878,92.5925925925926
Q03591,92.5925925925926
Q04756,100.0
Q05996,100.0
Q06033,74.07407407407408
Q06418,96.29629629629629
Q06828,42.592592592592595
Q07020,70.37037037037037
Q07666,100.0
Q07954,94.44444444444444
Q07955,100.0
Q08170,96.29629629629629
Q08174,87.03703703703704
Q08431,92.5925925925926
Q08629,40.74074074074074
Q08ET2,94.44444444444444
Q12905,94.44444444444444
Q13231,62.96296296296296
Q13404,92.5925925925926
Q13554,92.5925925925926
Q13683,100.0
Q14019,50.0
Q14112,53.70370370370371
Q14242,100.0
Q14376,92.5925925925926
Q14393,85.18518518518519
Q14520,100.0
Q14524,100.0
Q14767,94.44444444444444
Q15223,31.48148148148148
Q15256,100.0
Q15375,88.88888888888889
Q15782,94.44444444444444
Q15828,100.0
Q16568,92.5925925925926
Q16620,92.5925925925926
Q16653,85.18518518518519
Q16674,100.0
Q16828,100.0
Q16849,38.88888888888889
Q24JP5,38.88888888888889
Q4G0X9,81.48148148148148
Q4KWH8,100.0
Q53EL9,33.33333333333333
Q5BLP8,92.5925925925926
Q5FWE3,59.25925925925925
Q5JPH6,100.0
Q5JZY3,92.5925925925926
Q5KU26,46.2962962962963
Q5SYB0,92.5925925925926
Q5T848,92.5925925925926
Q5VU97,92.5925925925926
Q5VV43,94.44444444444444
Q6EMK4,72.22222222222221
Q6FHJ7,100.0
Q6GTX8,100.0
Q6MZW2,38.88888888888889
Q6NW40,64.81481481481481
Q6PRD1,100.0
Q6UW01,100.0
Q6UXD5,31.48148148148148
Q6UXK2,96.29629629629629
Q6ZMI3,48.148148148148145
Q6ZN30,92.5925925925926
Q6ZQQ6,100.0
Q6ZSJ9,92.5925925925926
Q6ZUT9,96.29629629629629
Q6ZVL6,85.18518518518519
Q7Z2W7,100.0
Q7Z5A7,100.0
Q86SM8,100.0
Q86UN3,62.96296296296296
Q86VB7,92.5925925925926
Q86Y07,100.0
Q86Y38,94.44444444444444
Q8IUK5,92.5925925925926
Q8IV08,46.2962962962963
Q8IW52,77.77777777777779
Q8IWV2,87.03703703703704
Q8IZA0,96.29629629629629
Q8IZL9,100.0
Q8IZP7,92.5925925925926
Q8N0W4,100.0
Q8N114,94.44444444444444
Q8N2S1,92.5925925925926
Q8N3J6,66.66666666666666
Q8N841,100.0
Q8N8Y2,100.0
Q8NBJ4,55.55555555555556
Q8NES3,92.5925925925926
Q8NFP9,100.0
Q8NFT8,92.5925925925926
Q8NFY4,94.44444444444444
Q8TBP5,96.29629629629629
Q8TDQ0,92.5925925925926
Q8TE82,100.0
Q8TF72,92.5925925925926
Q8WVQ1,51.85185185185185
Q8WWX9,87.03703703703704
Q8WY21,100.0
Q8WZA1,62.96296296296296
Q92563,55.55555555555556
Q92673,100.0
Q92686,96.29629629629629
Q92743,88.88888888888889
Q92752,94.44444444444444
Q92765,77.77777777777779
Q92928,100.0
Q92932,57.407407407407405
Q92954,85.18518518518519
Q93091,85.18518518518519
Q96A32,81.48148148148148
Q96AP7,94.44444444444444
Q96B86,85.18518518518519
Q96EE4,92.5925925925926
Q96FE5,94.44444444444444
Q96FE7,55.55555555555556
Q96ID5,92.5925925925926
Q96JF0,68.51851851851852
Q96K76,100.0
Q96NG3,100.0
Q96PQ0,92.5925925925926
Q96PX8,46.2962962962963
Q99497,61.111111111111114
Q99523,92.5925925925926
Q99574,100.0
Q99623,100.0
Q99674,40.74074074074074
Q99729,100.0
Q99832,100.0
Q99983,55.55555555555556
Q9BQ16,92.5925925925926
Q9BRK5,92.5925925925926
Q9BTY2,48.148148148148145
Q9BWQ8,96.29629629629629
Q9BX67,100.0
Q9BXJ3,100.0
Q9BZC7,92.5925925925926
Q9BZR6,37.03703703703704
Q9C0G6,100.0
Q9GZX9,100.0
Q9H0Q3,100.0
Q9H1Z8,92.5925925925926
Q9H2A7,100.0
Q9H3G5,77.77777777777779
Q9H706,100.0
Q9H8J5,77.77777777777779
Q9H8L6,62.96296296296296
Q9HAR2,92.5925925925926
Q9HAT2,46.2962962962963
Q9HCU4,44.44444444444444
Q9NP80,92.5925925925926
Q9NPD7,40.74074074074074
Q9NPR2,68.51851851851852
Q9NQX5,92.5925925925926
Q9NRN5,77.77777777777779
Q9NRR1,100.0
Q9NS98,79.62962962962963
Q9NWZ5,100.0
Q9NY97,92.5925925925926
Q9NYX4,100.0
Q9NZ53,94.44444444444444
Q9NZP8,92.5925925925926
Q9P0K1,37.03703703703704
Q9P0K9,100.0
Q9UBG0,100.0
Q9UBX1,92.5925925925926
Q9UF11,96.29629629629629
Q9UGM5,92.5925925925926
Q9UHC6,87.03703703703704
Q9UHI8,88.88888888888889
Q9UHL4,31.48148148148148
Q9UI40,100.0
Q9UJA9,94.44444444444444
Q9UJJ9,59.25925925925925
Q9UKB5,85.18518518518519
Q9UKU9,100.0
Q9UL62,92.5925925925926
Q9ULF5,96.29629629629629
Q9ULI3,92.5925925925926
Q9UM22,42.592592592592595
Q9UMF0,59.25925925925925
Q9UN36,92.5925925925926
Q9UNN8,64.81481481481481
Q9UNW1,94.44444444444444
Q9UPU3,77.77777777777779
Q9UQ52,100.0
Q9UQM7,87.03703703703704
Q9Y279,96.29629629629629
Q9Y287,100.0
Q9Y2T3,75.92592592592592
Q9Y4L1,55.55555555555556
Q9Y5F6,100.0
Q9Y5I4,96.29629629629629
Q9Y5Y7,70.37037037037037
Q9Y6N7,87.03703703703704
